current,replaceWith
"proppingagent,ironcontrol,crosslinker,crosslinker,phbuffer,gelslurry,frictionreducer,breaker,breaker,phbuffer,non-emulsifier,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,frictionreducer,biocide,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,crosslinker,phbuffer,frictionreducer,phbuffer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,phbuffer,surfactant,biocide,breaker,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,phbuffer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,phbuffer,frictionreducer,phbuffer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,phbuffer,frictionreducer,surfactant,biocide,breaker,ironcontrolagent",multi
"proppingagent,ironcontrol,gelslurry,crosslinker,crosslinker,phbuffer,phbuffer,frictionreducer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,frictionreducer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,gelslurry,crosslinker,crosslinker,phbuffer,phbuffer,frictionreducer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,gelslurry,phbuffer,frictionreducer,surfactant,biocide,breaker,ironcontrolagent,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,biocide,divertingagent,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,cleanperforations,",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker,benzoicacid,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,phbuffer,viscosifier,breaker,breaker,surfactant,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,viscosifier,breaker,breaker,surfactant,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,claycontrol,surfactant,biocide,breaker,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,frictionreducer,breaker,surfactant,microbiocide,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,gelslurry,frictionreducer,claycontrol,surfactant,biocide,breaker,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,viscosifier,biocide,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,gelslurry,crosslinker,viscosifier,breaker,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,ironcontrol,scaleinhibitor,gelslurry,frictionreducer,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,ironcontrol,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,phbuffer,claycontrol/activator,gelslurry,surfactant,breaker,breaker,non-emulsifier",multi
"proppingagent,phbuffer,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,surfactant,biocide,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,breaker,claycontrol,microbiocide,surfactant,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,breaker,claycontrol,surfactant,biocide,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,breaker,claycontrol,surfactant,biocide,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,breaker,claycontrol,surfactant,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,claycontrol,microbiocide,surfactant,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,frictionreducer,claycontrol,surfactant,biocide,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,breaker,claycontrol,surfactant,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,claycontrol,non-emulsifier,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,biocide,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,breaker,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,breaker,claycontrol,surfactant,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,breaker,non-emulsifier,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,breaker,surfactant,biocide,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,non-emulsifier,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,breaker,",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,non-emulsifier,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,surfactant,biocide,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinker,phbuffer,surfactant,biocide,breaker",multi
"proppingagent,phbuffer,gelslurry,crosslinkerphbuffer,frictionreducer,breaker,claycontrolsurfactantbiocide,breaker",multi
"proppingagent,phbuffer,gelslurry,frictionreducer,breaker,biocide,non-emulsifier",multi
"proppingagent,phbuffer,gelslurry,frictionreducer,surfactant,biocide,biocide,biocide,breaker",multi
"proppingagent,proppingagent,acidcorrosioninhibitor,frictionreducer,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,biocide,divertingagent,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,microbiocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,non-emulsifier",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,breaker,biocide",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,claycontrol,biocide,non-emulsifier,cleanperforations

",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,claycontrol,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,claycontrol,microbiocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,claycontrol,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,frictionreducer,microbiocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,microbiocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,frictionreducer,surfactant,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,claycontrol/activator,gelslurry,breaker,surfactant,biocide,watergelbreaker,cleanperforations
",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,breaker,breaker,claycontrol,surfactant,biocide,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,breaker,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,breaker,claycontrol,biocide,non-emulsifier,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,phbuffer,phbuffer,claycontrol,surfactant,biocide,biocide,breaker,cleanperforations
",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,frictionreducer,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,frictionreducer,breaker,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,biocide,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,surfactant,microbiocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,frictionreducer,breaker,surfactant,microbiocide,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,gelslurrycrosslinker,crosslinker,phbuffer,phbuffer,claycontrol,surfactant,biocide,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,frictionreducer,breaker,breaker,claycontrol,surfactant,biocide,breaker,cleanperforations,",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,phbuffer,breaker,claycontrol,surfactant,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,phbuffer,claycontrol,surfactant,biocide,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,breaker,claycontrol,biocide,non-emulsifier,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,surfactant,biocide,breaker,cleanperforations",multi
"proppingagent,scaleinhibitor,acidcorrosioninhibitor,viscosifier,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,frictionreducer,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,frictionreducer,breaker,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,frictionreducer,breaker,biocide,cleanperforations,acid",multi
"proppingagent,scaleinhibitor,frictionreducer,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,frictionreducer,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,biocide,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,biocide,surfactant,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,frictionreducer,breaker,biocide,surfactant,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,breaker,claycontrol,surfactant,biocide",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,surfactant,biocide,breaker,stabilizer",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,frictionreducer,biocide,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,frictionreducer,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,crosslinker,frictionreducer,breaker,biocide,breaker",multi
"proppingagent,scaleinhibitor,gelslurry,frictionreducer,breaker,breaker,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,frictionreducer,viscosifier,breaker,breaker,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,frictionreducer,viscosifier,breaker,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,phbuffer,frictionreducer,breaker,breaker,biocide,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,phbuffer,frictionreducer,breaker,breaker,biocide,cleanperforations,acid",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,biocide,non-emulsifier,cleanperforations,acid",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,biocide,non-emulsifier,cleanperforations,acid,",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations,acid",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,biocide,non-emulsifier,cleanperforations,acid,",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,breaker,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,breaker,biocide,non-emulsifier,cleanperforations,",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,breaker,biocide,non-emulsifier,cleanperforations,acid,",multi
"proppingagent,scaleinhibitor,gelslurry,viscosifier,breaker,non-emulsifier",multi
"proppingagent,scaleinhibitor,phbuffer,gelslurry,crosslinker,phbuffer,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,scaleinhibitor,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker",multi
"proppingagent,scaleinhibitor,phbuffer,gelslurry,crosslinker,phbuffer,frictionreducer,surfactant,biocide,breaker",multi
"proppingagent,scaleinhibitor,scaleinhibitor,acidcorrosioninhibitor,gelslurry,frictionreducer,breaker,surfactant,microbiocide,cleanperforations",multi
"proppingagent,scaleinhibitor,viscosifier,biocide,non-emulsifier",multi
"proppingagent,scaleinhibitor,viscosifier,biocide,non-emulsifier,cleanperforations",multi
"proppingagent,scaleinhibitor,viscosifier,biocide,non-emulsifier,cleanperforations,",multi
proppingagent.acidcorrosioninhibitor.frictionreducer.biocide.microbiocide.microbiocide.blockingagent.cleanperforations,multi
proppingagentacidcorrosioninhibitorfrictionreducerbiocidebiocidecleanperforations,multi
proppingagentacidcorrosioninhibitorphbuffergelslurrycrosslinkerphbufferfrictionreducersurfactantbiocidebiocidebreakercleanperforations,multi
"roppingagent,ironcontrol,scaleinhibitor,acidcorrosioninhibitor,gelslurry,crosslinker,crosslinker,phbuffer,frictionreducer,claycontrol,surfactant,biocide,breaker,benzoicacid,preflushaddative,cleanper",multi
"scaleinhibitor,additive,biocide,frictionreducer",multi
"scaleinhibitor,additive,frictionreducer",multi
"scaleinhibitor,biocide,frictionreducer,scaleinhibitor",multi
"scaleinhibitor,fricitonreducer,biocide",multi
"scaleinhibitor,frictionreducer,biocide",multi
"scaleinhibitor,nitratereducingbacteria,bacterialnutritionalsupplement",multi
"scaleinhibitor,nitratereducingbacteria,bacterianutritionalsupplement",multi
"scaleinhibitor,surfactant",multi
"solvent,buffer,activator,crosslinker,crosslinker,proppant,additive,non-ionicsurfactant,corrosioninhibitor,non-ionicsurfactant,phcontroladditive,proppant,breaker,gellingagent",multi
"solvent,proppant,crosslinker,crosslinker,phcontroladditive,buffer,additive,non-ionicsurfactant,breaker,activator,biocide,frictionreducer,corrosioninhibitor,non-ionicsurfactant,additive,gellingagent
",multi
"solvent,proppant,proppant,crosslinker,crosslinker,phcontroladditive,additive,non-ionicsurfactant,breaker,activator,biocide,scaleinhibitor,additive,corrosioninhibitor,non-ionicsurfactant,gellingagent,breaker
",multi
"solvent,proppant,proppant,frictionreducer,breaker,non-ionicsurfactant,crosslinker,crosslinker,buffer,activator,activator,liquidgelconcentrate,breaker",multi
"solvent,proppant,proppant,proppant,crosslinker,crosslinker,phcontroladditive,non-ionicsurfactant,breaker,chelatingagent,biocide,scaleinhibitor,corrosioninhibitor,non-ionicsurfactant,additive,gellingagent
",multi
"solvent,proppant,proppant,proppant,non-ionicsurfactant,corrosioninhibitor,crosslinker,crosslinker,buffer,non-ionicsurfactant,breaker,activator,activator,frictionreducer,gellingagent
",multi
"surfactant,anti-sludge,scaleinhibitor,non-emulsifier",multi
"surfactant,breaker,additive,frictionreducer,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,activator,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,antifoamagent,chelatingagent,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,antifoamagent,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,buffer,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,chelatingagent,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,proppingagent",multi
"surfactant,breaker,additive,gellingagent,crosslinker,stabilizingagent,proppingagent",multi
"surfactant,breaker,additive,gellingagent,frictionreducer,crosslinker,antifoamagent,proppingagent",multi
"surfactant,breaker,additive,gellingagent,frictionreducer,crosslinker,modifiedshortcutfinefiberxe286,proppingagent",multi
"surfactant,breaker,additive,gellingagent,frictionreducer,crosslinker,proppingagent",multi
"surfactant,breaker,buffer,gellingagent,frictionreducer,claycontrolagent,proppingagent",multi
"surfactant,breaker,buffer,gellingagent,frictionreducer,scaleinhibitor,claycontrolagent,proppingagent",multi
"surfactant,breaker,frictionreducer,claycontrolagent,proppingagent",multi
"surfactant,breaker,frictionreducer,demulsifier,proppingagent",multi
"surfactant,breaker,frictionreducer,proppingagent",multi
"surfactant,breaker,gellingagent,crosslinker,frictionreducer,claycontrolagent,activator,demulsifier,proppingagent",multi
"surfactant,breaker,gellingagent,crosslinker,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,antifoamagent,fluidlossadditive,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,antifoamagent,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,buffer,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,fluidlossadditive,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,proppingagent,fluidlossadditive",multi
"surfactant,breaker,gellingagent,frictionreducer,claycontrolagent,stabilizingagent,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,crosslinker,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,demulsifier,proppingagent",multi
"surfactant,breaker,gellingagent,frictionreducer,proppingagent",multi
"surfactant,frictionreducer,claycontrolagent,proppingagent",multi
"viscosifierandfluidlossadditive,surfactant,breaker,gellingagent,frictionreducer,proppingagent",multi
0,NA
-,NA
complexnanofluid,NA
d,NA
fluid,NA
fr,NA
frac,NA
fracturingfluidlossadditives,NA
"fuel,miscellaniousindustrialapplication",NA
halliburton,NA
industrial,NA
industrialchemical,NA
ingredientcontainerpurpose,NA
na,NA
noinformationavailable,NA
none,NA
notassigned,NA
notavailable,NA
notdetermined,NA
notlisted,NA
oilandgasindustry,NA
opensperfs,NA
plexbor109(delayedxl),NA
seetradename(s)list,NA
usedinvariousindustrialapplications,NA
*3rdpartyadditive,other
?ballsealer,other
3rdpartyadditive,other
3rdpartychemical,other
aciddispersant,other
acidstimulation,other
activatorusa,other
additive,other
amidoamine,other
anadarkopetroleum,other
ballsealers,other
blend,other
blendedproducts,other
boratehvfr,other
bridgingagent,other
butane,other
cementmulti-use/miscellaneousadditives,other
chemical,other
chemicalingredients,other
chemicalprecursor,other
chemicalservices,other
chlorite,other
cholinechlorideblend,other
clo2,other
clo2precursor,other
clo2watertreatment,other
commodity,other
completion,other
compressedgas,other
concentrate,other
conditioner,other
conductivityendhancer,other
containsnohazardousingredients,other
degradablesealer,other
delayedreleaseoilfieldadditive,other
diagnostic,other
diklorunreactedingredients,other
drilling/fracadditive,other
drillingandcompletionfluid,other
drillingfluidadditive,other
dryfrmixture,other
dynachem,other
ecfracturing,other
encapisilated,other
energize,other
enhanceflowback,other
fdp-s873-07,other
flotekchemistry,other
fluidloss,other
fluid-lossadditive,other
fluidlossadditives,other
fluidlossadditives-stim,other
fluidlosscontrol,other
formationenergize,other
formulatingpowder,other
fracfluidadditives,other
fracturing,other
fracturingadditive,other
fracturingfluidadditive,other
fracturingotheradditives,other
frenhancer,other
fueladditive,other
gas,other
heatingagent,other
hfreplacement,other
hydraulicfracturingadditive,other
industrialadditive,other
industrialuse,other
industrialwatertreatament,other
initiator,other
injectionfluid,other
inorganichalogen,other
libertyoilfieldservices,other
listedabove,other
losscirculation,other
misc.chemicals,other
miscadditive,other
miscellaneouschemicals,other
miscellaneousindustrialapplications,other
multi-chem,other
multipurpose,other
nanofluid,other
nonionicwaterrecoveryaid,other
non-sds,other
notavilable,other
notfoundmsdspurposecontainer,other
nutrientfertilizer,other
oil,other
oilandgasfracking,other
oilandgasindustry(calciumcholoride),other
oilfield,other
oilfieldadditive,other
oilfieldchemical,other
oilfieldcompound,other
oilfieldetchingagent,other
oilfieldshalecontrol,other
oilfieldstimulant,other
oilfieldtreatment,other
oilwelladditive,other
oilwelldrillingfluidadditive,other
oilwellfracturingadditive,other
oilwellstimulation,other
oilwellstimulation.reisintakifier,other
oilwellstimulation.resintackifier.,other
oilwellstimulationchemical,other
oilwelltreatment,other
oilwelltreatmentfluidadditive,other
other,other
otheradditive,other
otherchemicals,other
otherpurpose,other
penetratingagent,other
perforationballsealer,other
petrochemicalindustry,other
petrochemicalindustryuse,other
petrochemicalindustyuse,other
pipeonpipe,other
pipetopipe,other
precursor,other
preparationmixture,other
processingaid,other
processingaidforindustrialapplications,other
pumpdownwl,other
quaternaryammoniumcompound,other
rangeresources,other
s,other
sodiumcarbonate,other
sodiumchloriteforwaterconditioning,other
somethinguseful,other
spearhead,other
specialadditives,other
specialproducts,other
stimflo,other
stimflow,other
stimluationadditive,other
stimulation,other
stimulation/drilling,other
stimulationadditive,other
stimulationchemical,other
stimulationfluids,other
stimulationothermaterials,other
substancemixture,other
surfaceactingagent,other
surfaceflush,other
thirdpartyadditive,other
transport,other
transportadditive,other
treatment,other
treatmentsystem,other
unknown,other
wateradditive,other
waterconditioner,other
waterconditioning,other
waterconditioningadditives,other
watertreamentormunicipalwastetreatmentonly,other
watertreatingadditive,other
watertreatingcompound,other
watertreatment,other
watertreatmentadditive,other
watertreatmentaqueoussolution,other
watertreatmentchemical,other
wellborestimulant,other
wellcontrol,other
wellstimulant,other
wellstimulation,other
winterizingagent,other
"
buffer
",phcontrol
*notsuppliedbyhalliburton,phcontrol
10%hcl,phcontrol
15%acid,phcontrol
15%hcl,phcontrol
15%hclacid,phcontrol
15%hydrocholoricacid,phcontrol
28%hcl,phcontrol
56%aceticacid,phcontrol
7.5%hcl,phcontrol
aceticacid,phcontrol
aceticacidsoltion,phcontrol
aceticacidsolution,phcontrol
acicdizing,phcontrol
acid,phcontrol
acid(7.5%),phcontrol
acid/divertingagent,phcontrol
acid/solvent,phcontrol
acidaddative,phcontrol
acidadditive,phcontrol
acidadditive-acetic,phcontrol
acidadditivemixture,phcontrol
acidadditives,phcontrol
acidanhydride,phcontrol
acidanitsludgeadd.,phcontrol
acidblends,phcontrol
acidchelatingagent,phcontrol
acidcontrol,phcontrol
aciddilutant,phcontrol
acidflakes,phcontrol
acidgel,phcontrol
acid-hci,phcontrol
acidicphbuffer,phcontrol
"acidification,phadjuster",phcontrol
"acidification,phadjustment",phcontrol
acidinhibition,phcontrol
acidinhibitor(moderatetemp),phcontrol
acidinhibitorsystem,phcontrol
acidintensifier,phcontrol
acidize,phcontrol
acidizer,phcontrol
acidiziing,phcontrol
acidizing,phcontrol
acidizing(08/14/2020-08/24/2020),phcontrol
acidizing/dilution,phcontrol
acidizingadditivepackage,phcontrol
acidizingagent,phcontrol
acidizingagents,phcontrol
acidizingformation,phcontrol
acidizining,phcontrol
acidnefemix,phcontrol
acidneutralizer,phcontrol
acidotheradditives,phcontrol
acidpack,phcontrol
acidpackage,phcontrol
acidpenetrant,phcontrol
acidreplacement,phcontrol
acidreplacment,phcontrol
acidretardent,phcontrol
acidretarder,phcontrol
acidretardingagent,phcontrol
acidretardingagents,phcontrol
acids,phcontrol
acidsolution,phcontrol
acidsolvent,phcontrol
acidtreatment,phcontrol
acidtreatmentsystem,phcontrol
acidulant,phcontrol
acidzing,phcontrol
acticator,phcontrol
adizing,phcontrol
adjustphofthefluid,phcontrol
adjustsphinthefluid,phcontrol
adjustsphofthefluid,phcontrol
anionicacrylamide,phcontrol
baseforemulsifiedacid,phcontrol
benzoicacid,phcontrol
benzoicacidflakes,phcontrol
bulkacid,phcontrol
carrier/acidizing,phcontrol
citricacid,phcontrol
citricacid/dilution,phcontrol
citricacidfecontrol,phcontrol
citricacidsolution,phcontrol
densesodaash,phcontrol
ecfracturingandacidizing,phcontrol
envionmentallysafeacid,phcontrol
enviornmentalsafeacid,phcontrol
enviroacid,phcontrol
flowbackacid,phcontrol
glacialacetic,phcontrol
greenacid,phcontrol
h2streatment,phcontrol
