tox_cas_edf_id,tox_chemical_name,tox_references,tox_toxicity,tox_category
7440-02-0,NICKEL,"EEC, EPA-HEN, HARV, HAZMAP, KLAA, LADO, TIMB",skin sense,suspected
7440-02-0,NICKEL,"EEC, HAZMAP, OEHHA-AREL, SNCI",immunotoxicity,suspected
7440-02-0,NICKEL,EPA-SARA,developmental,suspected
7440-02-0,NICKEL,"EPA-SARA, FRAZIER, JANK",reproductive,suspected
7440-02-0,NICKEL,FELD,neurotoxicity,suspected
7440-02-0,NICKEL,KLAA,kidney,suspected
7440-02-0,NICKEL,OEHHA-CREL,cardiovascular blood,suspected
7440-02-0,NICKEL,P65,cancer,recognized
7440-02-0(FD),"NICKEL SULFIDE ROASTING, FUME & DUST, AS NI",P65-MC,cancer,recognized
7440-02-0(Insol),INSOLUBLE NICKEL COMPOUNDS,P65-MC,cancer,recognized
7440-02-0(Sol),SOLUBLE NICKEL COMPOUNDS,P65-MC,cancer,recognized
7440-02-0(Sol),SOLUBLE NICKEL COMPOUNDS,P65-MC,developmental,suspected
7440-03-1(m),NB-93M,P65-MC,cancer,recognized
7440-04-2,METALLIC OSMIUM,NEME,respiratory,suspected
7440-05-3,PALLADIUM,HAZMAP,immunotoxicity,suspected
7440-05-3,PALLADIUM,HAZMAP,skin sense,suspected
7440-06-4,PLATINUM METAL,"HARV, HAZMAP, LADO",skin sense,suspected
7440-06-4,PLATINUM METAL,HAZMAP,immunotoxicity,suspected
7440-06-4,PLATINUM METAL,"HAZMAP, NEME",respiratory,suspected
7440-06-4,PLATINUM METAL,KLAA,neurotoxicity,suspected
7440-07-5,PLUTONIUM,HAZMAP,cancer,suspected
7440-07-5,PLUTONIUM,HAZMAP,cardiovascular blood,suspected
7440-07-5,PLUTONIUM,HAZMAP,reproductive,suspected
7440-07-5,PLUTONIUM,HAZMAP,respiratory,suspected
7440-07-5,PLUTONIUM,HAZMAP,skin sense,suspected
7440-16-6(m),RH-103M,P65-MC,cancer,recognized
7440-22-4,SILVER,HAZMAP,cardiovascular blood,suspected
7440-22-4,SILVER,OEHHA-CREL,skin sense,suspected
7440-24-6,STRONTIUM,ATSDR,musculoskeletal,suspected
7440-28-0,THALLIUM,"DAN, FELD, HAZMAP, KLAA, LU, RTECS, STAC, ZAKR",neurotoxicity,suspected
7440-28-0,THALLIUM,DIPA,gastrointestinal liver,suspected
7440-28-0,THALLIUM,FRAZIER,reproductive,suspected
7440-28-0,THALLIUM,KLAA,cardiovascular blood,suspected
7440-28-0,THALLIUM,"LU, RTECS",skin sense,suspected
7440-28-0,THALLIUM,MERCK,kidney,suspected
7440-29-1,THORIUM,P65-MC,cancer,recognized
7440-31-5,TIN,ATSDR,cardiovascular blood,suspected
7440-31-5,TIN,"DAN, FELD",neurotoxicity,suspected
7440-31-5,TIN,FRAZIER,reproductive,suspected
7440-31-5,TIN,HAZMAP,immunotoxicity,suspected
7440-31-5,TIN,HAZMAP,skin sense,suspected
7440-31-5,TIN,"KLAA, LU, NEME",respiratory,suspected
7440-31-5(Inorg),INORGANIC TIN COMPOUNDS,HAZMAP,immunotoxicity,suspected
7440-31-5(Inorg),INORGANIC TIN COMPOUNDS,HAZMAP,skin sense,suspected
7440-31-5(Org),ORGANIC TIN COMPOUNDS,HAZMAP,neurotoxicity,suspected
7440-32-6,TITANIUM METAL POWDER,NEME,respiratory,suspected
7440-33-7,TUNGSTEN METAL,FRAZIER,reproductive,suspected
7440-36-0,ANTIMONY,"BENO, LADO",cardiovascular blood,suspected
7440-36-0,ANTIMONY,DAN,neurotoxicity,suspected
7440-36-0,ANTIMONY,EPA-HEN,skin sense,suspected
7440-36-0,ANTIMONY,"EPA-HEN, NEME",respiratory,suspected
7440-36-0,ANTIMONY,"EPA-SARA, FRAZIER",reproductive,suspected
7440-37-1,ARGON,HAZMAP,respiratory,suspected
7440-38-2,ARSENIC,"ATSDR, DIPA, EPA-HEN, KLAA, LADO, MALA, RTECS, STAC, ZIMM",gastrointestinal liver,suspected
7440-38-2,ARSENIC,"ATSDR, EPA-HEN, HAZMAP, LADO, RTECS",skin sense,suspected
7440-38-2,ARSENIC,"BENO, EPA-HEN, HAZMAP, KLAA, KRIS, LADO, MALA, OEHHA-CREL, RTECS, STAC",cardiovascular blood,suspected
7440-38-2,ARSENIC,"DAN, EPA-HEN, EPA-SARA, FELD, HAZMAP, KLAA, LU, OEHHA-CREL, RTECS, STAC",neurotoxicity,suspected
7440-38-2,ARSENIC,"EPA-HEN, HAZMAP, KLAA, LADO, LU, NEME",respiratory,suspected
7440-38-2,ARSENIC,"EPA-HEN, LAND, MERCK, STAC",kidney,suspected
7440-38-2,ARSENIC,"FRAZIER, OEHHA-AREL",reproductive,suspected
7440-38-2,ARSENIC,HAZMAP,immunotoxicity,suspected
7440-38-2,ARSENIC,"KEIT, WWF",endocrine,suspected
7440-38-2,ARSENIC,P65-MC,cancer,recognized
7440-38-2,ARSENIC,P65-MC,developmental,recognized
7440-39-3,BARIUM,DAN,neurotoxicity,suspected
7440-39-3,BARIUM,EPA-SARA,developmental,suspected
7440-39-3,BARIUM,FRAZIER,reproductive,suspected
7440-39-3,BARIUM,NEME,respiratory,suspected
7440-41-7,BERYLLIUM,"ATSDR, DOSS, LADO, MALA",gastrointestinal liver,suspected
7440-41-7,BERYLLIUM,EEC,skin sense,suspected
7440-41-7,BERYLLIUM,"EEC, OEHHA-CREL",immunotoxicity,suspected
7440-41-7,BERYLLIUM,"EPA-HEN, HAZMAP, KLAA, LU, NEME, OEHHA-CREL",respiratory,suspected
7440-41-7,BERYLLIUM,FRAZIER,reproductive,suspected
7440-41-7,BERYLLIUM,KLAA,cardiovascular blood,suspected
7440-41-7,BERYLLIUM,LAND,kidney,suspected
7440-41-7,BERYLLIUM,P65,cancer,recognized
7440-42-8,BORON,ATSDR,developmental,suspected
7440-42-8,BORON,KLAA,cardiovascular blood,suspected
7440-42-8,BORON,LU,neurotoxicity,suspected
7440-42-8,BORON,LU,respiratory,suspected
7440-43-9,CADMIUM,"ATSDR, EPA-HEN, HAZMAP, KLAA, LAND, MERCK, OEHHA-CREL, RTECS, STAC",kidney,suspected
7440-43-9,CADMIUM,"BENO, KLAA, LADO, RTECS",cardiovascular blood,suspected
7440-43-9,CADMIUM,DAN,neurotoxicity,suspected
7440-43-9,CADMIUM,"EPA-HEN, HAZMAP, NEME, OEHHA-CREL, RTECS",respiratory,suspected
7440-43-9,CADMIUM,"IL-EPA, KEIT, WWF",endocrine,suspected
7440-43-9,CADMIUM,IPCS,immunotoxicity,suspected
7440-43-9,CADMIUM,P65,cancer,recognized
7440-43-9,CADMIUM,P65,developmental,recognized
7440-43-9,CADMIUM,P65,reproductive,recognized
7440-45-1,CERIUM,NEME,respiratory,suspected
7440-46-2,CESIUM,ATSDR,developmental,suspected
7440-47-3,CHROMIUM,"CARB, TAC",gastrointestinal liver,suspected
7440-47-3,CHROMIUM,FRAZIER,reproductive,suspected
7440-47-3,CHROMIUM,HAZMAP,immunotoxicity,suspected
7440-47-3,CHROMIUM,"HAZMAP, KLAA, LADO, TIMB",skin sense,suspected
7440-47-3,CHROMIUM,"HAZMAP, KLAA, MERCK",kidney,suspected
7440-47-3,CHROMIUM,"HAZMAP, NEME",respiratory,suspected
7440-47-3,CHROMIUM,"HAZMAP, SCDM",cancer,suspected
7440-47-3(Cr6+),CHROMIUM (CR6+),"EPA-HEN, KLAA, LU, OEHHA-CREL",respiratory,suspected
7440-47-3(Cr6+),CHROMIUM (CR6+),P65-MC,cancer,recognized
7440-47-3(III),CHROMIUM (III),EPA-HEN,respiratory,suspected
7440-48-4,COBALT,ATSDR,developmental,suspected
7440-48-4,COBALT,"ATSDR, BENO, EPA-HEN, KRIS, LADO",cardiovascular blood,suspected
7440-48-4,COBALT,"ATSDR, EEC, EPA-HEN, HAZMAP, NEME, OEHHA-CREL, RTECS",respiratory,suspected
7440-48-4,COBALT,"DAN, RTECS",neurotoxicity,suspected
7440-48-4,COBALT,"EEC, EPA-HEN, HAZMAP, KLAA, LADO",skin sense,suspected
7440-48-4,COBALT,"EEC, EPA-HEN, HAZMAP, SNCI",immunotoxicity,suspected
7440-48-4,COBALT,EPA-HEN,gastrointestinal liver,suspected
7440-48-4,COBALT,EPA-HEN,kidney,suspected
7440-48-4,COBALT,FRAZIER,reproductive,suspected
7440-48-4,COBALT,P65,cancer,recognized
7440-50-8,COPPER,"ATSDR, DOSS, KLAA, RTECS, ZIMM",gastrointestinal liver,suspected
7440-50-8,COPPER,EPA-SARA,developmental,suspected
7440-50-8,COPPER,"EPA-SARA, FRAZIER",reproductive,suspected
7440-50-8,COPPER,"HAZMAP, KLAA",cardiovascular blood,suspected
7440-50-8,COPPER,MERCK,kidney,suspected
7440-50-8,COPPER,"NEME, OEHHA-AREL, OEHHA-CREL",respiratory,suspected
7440-55-3,GALLIUM,KLAA,kidney,suspected
7440-56-4,GERMANIUM,"KLAA, RTECS",cardiovascular blood,suspected
7440-56-4,GERMANIUM,RTECS,gastrointestinal liver,suspected
7440-56-4,GERMANIUM,RTECS,kidney,suspected
7440-57-5,GOLD,HAZMAP,immunotoxicity,suspected
7440-57-5,GOLD,HAZMAP,skin sense,suspected
7440-57-5,GOLD,KLAA,neurotoxicity,suspected
7440-57-5,GOLD,"KLAA, MERCK, STAC",kidney,suspected
7440-57-5,GOLD,NEME,respiratory,suspected
7440-59-7,HELIUM,HAZMAP,respiratory,suspected
7440-61-1,URANIUM,"ATSDR, HAZMAP, LAND, MERCK",kidney,suspected
7440-61-1,URANIUM,DAN,neurotoxicity,suspected
7440-61-1,URANIUM,EPA-HEN,cardiovascular blood,suspected
7440-61-1,URANIUM,"EPA-HEN, NEME",respiratory,suspected
7440-61-1,URANIUM,FRAZIER,reproductive,suspected
7440-61-1,URANIUM,P65-MC,cancer,recognized
7440-61-1(+D),U-238+D,P65-MC,cancer,recognized
7440-62-2,VANADIUM,"ATSDR, KLAA, LU, NEME",respiratory,suspected
7440-62-2,VANADIUM,"ATSDR, MERCK",kidney,suspected
7440-62-2,VANADIUM,IPCS,immunotoxicity,suspected
7440-66-6,ZINC,ATSDR,cardiovascular blood,suspected
7440-66-6,ZINC,EPA-SARA,developmental,suspected
7440-66-6,ZINC,EPA-SARA,reproductive,suspected
7440-66-6,ZINC,"NEME, OEHHA-CREL, RTECS",respiratory,suspected
7440-66-6,ZINC,OEHHA-CREL,immunotoxicity,suspected
7440-66-6,ZINC,RTECS,skin sense,suspected
7440-67-7,ZIRCONIUM,NEME,respiratory,suspected
7440-69-9,BISMUTH,KLAA,skin sense,suspected
7440-69-9,BISMUTH,"KLAA, MERCK",kidney,suspected
7440-69-9,BISMUTH,MALA,cardiovascular blood,suspected
7440-74-6,INDIUM,DAN,neurotoxicity,suspected
7440-74-6,INDIUM,FRAZIER,reproductive,suspected
7440-74-6,INDIUM,KLAA,cardiovascular blood,suspected
7440-74-6,INDIUM,KLAA,kidney,suspected
7446-08-4,SELENIUM OXIDE,OEHHA-CREL,cardiovascular blood,suspected
7446-08-4,SELENIUM OXIDE,OEHHA-CREL,gastrointestinal liver,suspected
7446-08-4,SELENIUM OXIDE,"OEHHA-CREL, RTECS",neurotoxicity,suspected
7446-09-5,SULFUR DIOXIDE,"ATSDR, CAA-AQC, HAZMAP, KLAA, LADO, LU, OEHHA-AREL, RTECS",respiratory,suspected
7446-09-5,SULFUR DIOXIDE,JANK,developmental,suspected
7446-09-5,SULFUR DIOXIDE,RTECS,cardiovascular blood,suspected
7446-09-5,SULFUR DIOXIDE,RTECS,gastrointestinal liver,suspected
7446-09-5,SULFUR DIOXIDE,RTECS,neurotoxicity,suspected
7446-11-9,SULFUR TRIOXIDE,RTECS,respiratory,suspected
7446-11-9,SULFUR TRIOXIDE,RTECS,skin sense,suspected
7446-14-2,LEAD SULFATE,P65-MC,cancer,recognized
7446-14-2,LEAD SULFATE,P65-MC,developmental,recognized
7446-14-2,LEAD SULFATE,P65-MC,reproductive,recognized
7446-18-6,THALLIUM(I) SULFATE,RTECS,cardiovascular blood,suspected
7446-18-6,THALLIUM(I) SULFATE,RTECS,neurotoxicity,suspected
7446-18-6,THALLIUM(I) SULFATE,RTECS,skin sense,suspected
7446-27-7,LEAD PHOSPHATE,P65,cancer,recognized
7446-27-7,LEAD PHOSPHATE,P65-MC,developmental,recognized
7446-27-7,LEAD PHOSPHATE,P65-MC,reproductive,recognized
7446-34-6,SELENIUM SULFIDE,EPA-HEN,musculoskeletal,suspected
7446-34-6,SELENIUM SULFIDE,EPA-HEN,respiratory,suspected
7446-34-6,SELENIUM SULFIDE,EPA-HEN,skin sense,suspected
7446-34-6,SELENIUM SULFIDE,"EPA-HEN, OEHHA-CREL",neurotoxicity,suspected
7446-34-6,SELENIUM SULFIDE,OEHHA-CREL,cardiovascular blood,suspected
7446-34-6,SELENIUM SULFIDE,"OEHHA-CREL, RTECS",gastrointestinal liver,suspected
7446-34-6,SELENIUM SULFIDE,P65,cancer,recognized
7446-70-0,ALUMINUM CHLORIDE,JANK,reproductive,suspected
7446-70-0,ALUMINUM CHLORIDE,RTECS,neurotoxicity,suspected
7447-39-4,CUPRIC CHLORIDE,RTECS,neurotoxicity,suspected
7447-40-7,POTASSIUM CHLORIDE,RTECS,cardiovascular blood,suspected
7447-40-7,POTASSIUM CHLORIDE,RTECS,gastrointestinal liver,suspected
7447-40-7,POTASSIUM CHLORIDE,RTECS,respiratory,suspected
7447-41-8,LITHIUM CHLORIDE,RTECS,gastrointestinal liver,suspected
7447-41-8,LITHIUM CHLORIDE,RTECS,neurotoxicity,suspected
74472-33-6,"2,3,3',6-Tetrachlorobiphenyl",P65-MC,cancer,recognized
74472-33-6,"2,3,3',6-Tetrachlorobiphenyl",P65-MC,developmental,recognized
74472-34-7,"2,3,4',5-Tetrachlorobiphenyl",P65-MC,cancer,recognized
74472-34-7,"2,3,4',5-Tetrachlorobiphenyl",P65-MC,developmental,recognized
74472-35-8,"2,3,3',4,6-Pentachlorobiphenyl",P65-MC,cancer,recognized
74472-35-8,"2,3,3',4,6-Pentachlorobiphenyl",P65-MC,developmental,recognized
74472-36-9,"2,3,3',5,6-Pentachlorobiphenyl",P65-MC,cancer,recognized
74472-36-9,"2,3,3',5,6-Pentachlorobiphenyl",P65-MC,developmental,recognized
74472-37-0,"2,3,4,4',5-Pentachlorobiphenyl",P65-MC,cancer,recognized
74472-37-0,"2,3,4,4',5-Pentachlorobiphenyl",P65-MC,developmental,recognized
74472-38-1,"2,3,4,4',6-Pentachlorobiphenyl",P65-MC,cancer,recognized
74472-38-1,"2,3,4,4',6-Pentachlorobiphenyl",P65-MC,developmental,recognized
74472-39-2,"2,3',4',5',6-Pentachlorobiphenyl",P65-MC,cancer,recognized
74472-39-2,"2,3',4',5',6-Pentachlorobiphenyl",P65-MC,developmental,recognized
74472-40-5,"2,2',3,4,6,6'-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-40-5,"2,2',3,4,6,6'-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-41-6,"2,2',3,4',5,6'-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-41-6,"2,2',3,4',5,6'-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-42-7,"2,3,3',4,4',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-42-7,"2,3,3',4,4',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-43-8,"2,3,3',4,5',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-43-8,"2,3,3',4,5',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-44-9,"2,3,3',4',5,6-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-44-9,"2,3,3',4',5,6-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-45-0,"2,3,3',4',5',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-45-0,"2,3,3',4',5',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-46-1,"2,3,3',5,5',6-Hexachlorobiphenyl",P65-MC,cancer,recognized
74472-46-1,"2,3,3',5,5',6-Hexachlorobiphenyl",P65-MC,developmental,recognized
74472-47-2,"2,2',3,4,4',5,6-Heptachlorobiphenyl",P65-MC,cancer,recognized
74472-47-2,"2,2',3,4,4',5,6-Heptachlorobiphenyl",P65-MC,developmental,recognized
74472-48-3,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",P65-MC,cancer,recognized
74472-48-3,"2,2',3,4,4',6,6'-Heptachlorobiphenyl",P65-MC,developmental,recognized
74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",P65-MC,cancer,recognized
74472-49-4,"2,2',3,4,5,6,6'-Heptachlorobiphenyl",P65-MC,developmental,recognized
74472-50-7,"2,3,3',4,4',5',6-Heptachlorobiphenyl",P65-MC,cancer,recognized
74472-50-7,"2,3,3',4,4',5',6-Heptachlorobiphenyl",P65-MC,developmental,recognized
74472-51-8,"2,3,3',4,5,5',6-Heptachlorobiphenyl",P65-MC,cancer,recognized
74472-51-8,"2,3,3',4,5,5',6-Heptachlorobiphenyl",P65-MC,developmental,recognized
74472-52-9,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",P65-MC,cancer,recognized
74472-52-9,"2,2',3,4,4',5,6,6'-Octachlorobiphenyl",P65-MC,developmental,recognized
74472-53-0,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",P65-MC,cancer,recognized
74472-53-0,"2,3,3',4,4',5,5',6-Octachlorobiphenyl",P65-MC,developmental,recognized
74487-85-7,"2,2',3,4',5,6,6'-Heptachlorobiphenyl",P65-MC,cancer,recognized
74487-85-7,"2,2',3,4',5,6,6'-Heptachlorobiphenyl",P65-MC,developmental,recognized
7481-89-2,Zalcitabine,"IARC, P65-CAND",cancer,suspected
7481-89-2,Zalcitabine,RTECS,cardiovascular blood,suspected
7487-88-9,MAGNESIUM SULFATE,RTECS,neurotoxicity,suspected
7487-88-9,MAGNESIUM SULFATE,RTECS,respiratory,suspected
7487-94-7,MERCURY CHLORIDE (2),"ATSDR, MERCK, RTECS",kidney,suspected
7487-94-7,MERCURY CHLORIDE (2),IRIS,cancer,suspected
7487-94-7,MERCURY CHLORIDE (2),P65-MC,developmental,recognized
7487-94-7,MERCURY CHLORIDE (2),RTECS,cardiovascular blood,suspected
7487-94-7,MERCURY CHLORIDE (2),RTECS,endocrine,suspected
7487-94-7,MERCURY CHLORIDE (2),RTECS,gastrointestinal liver,suspected
7487-94-7,MERCURY CHLORIDE (2),RTECS,respiratory,suspected
74920-78-8,N-ethyl-N-formylhydrazine,P65-CAND,cancer,suspected
7496-02-8,6-NITROCHRYSENE,P65,cancer,recognized
75-00-3,CHLOROETHANE,"ATSDR, OEHHA-CREL",developmental,suspected
75-00-3,CHLOROETHANE,"DAN, EPA-HEN, HAZMAP, RTECS",neurotoxicity,suspected
75-00-3,CHLOROETHANE,EPA-HEN,musculoskeletal,suspected
75-00-3,CHLOROETHANE,KLAA,cardiovascular blood,suspected
75-00-3,CHLOROETHANE,"OEHHA-CREL, RTECS",gastrointestinal liver,suspected
75-00-3,CHLOROETHANE,P65,cancer,recognized
75-01-4,VINYL CHLORIDE,"ATSDR, DIPA, DOSS, EPA-HEN, KLAA, LADO, OEHHA-CREL, RTECS, ZIMM",gastrointestinal liver,suspected
75-01-4,VINYL CHLORIDE,"ATSDR, EPA-SARA, JANK",developmental,suspected
75-01-4,VINYL CHLORIDE,"DAN, EPA-HEN, OEHHA-AREL, OEHHA-CREL, RTECS",neurotoxicity,suspected
75-01-4,VINYL CHLORIDE,"EPA-SARA, FRAZIER, HAZMAP",reproductive,suspected
75-01-4,VINYL CHLORIDE,"HAZMAP, OEHHA-AREL, RTECS",respiratory,suspected
75-01-4,VINYL CHLORIDE,"LADO, RTECS",cardiovascular blood,suspected
75-01-4,VINYL CHLORIDE,"OEHHA-AREL, RTECS",skin sense,suspected
75-01-4,VINYL CHLORIDE,P65,cancer,recognized
75-02-5,"ETHENE, FLUORO-",P65,cancer,recognized
75-04-7,AMINOETHANE,DAN,neurotoxicity,suspected
75-04-7,AMINOETHANE,HAZMAP,skin sense,suspected
75-05-8,ACETONITRILE,"DAN, EPA-HEN, HAZMAP, RTECS",neurotoxicity,suspected
75-05-8,ACETONITRILE,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
75-05-8,ACETONITRILE,EPA-SARA,reproductive,suspected
75-05-8,ACETONITRILE,"EPA-SARA, JANK",developmental,suspected
75-05-8,ACETONITRILE,RTECS,cardiovascular blood,suspected
75-05-8,ACETONITRILE,RTECS,gastrointestinal liver,suspected
75-05-8,ACETONITRILE,STAC,kidney,suspected
75-07-0,ACETALDEHYDE,"DAN, RTECS",neurotoxicity,suspected
75-07-0,ACETALDEHYDE,"EPA-HEN, HAZMAP, LOCK, RTECS",skin sense,suspected
75-07-0,ACETALDEHYDE,"EPA-HEN, HAZMAP, OEHHA-CREL, RTECS",respiratory,suspected
75-07-0,ACETALDEHYDE,HAZMAP,immunotoxicity,suspected
75-07-0,ACETALDEHYDE,JANK,developmental,suspected
75-07-0,ACETALDEHYDE,P65,cancer,recognized
75-07-0,ACETALDEHYDE,RTECS,kidney,suspected
75-08-1,ETHYL MERCAPTAN,"DAN, RTECS",neurotoxicity,suspected
75-08-1,ETHYL MERCAPTAN,"HAZMAP, RTECS",respiratory,suspected
75-09-2,DICHLOROMETHANE,"ATSDR, DAN, EPA-HEN, HAZMAP, OEHHA-AREL, OEHHA-CREL, RTECS",neurotoxicity,suspected
75-09-2,DICHLOROMETHANE,"ATSDR, RTECS",gastrointestinal liver,suspected
75-09-2,DICHLOROMETHANE,"FRAZIER, JANK",reproductive,suspected
75-09-2,DICHLOROMETHANE,"KLAA, OEHHA-CREL, RTECS",cardiovascular blood,suspected
75-09-2,DICHLOROMETHANE,P65,cancer,recognized
75-09-2,DICHLOROMETHANE,RTECS,endocrine,suspected
75-09-2,DICHLOROMETHANE,RTECS,kidney,suspected
75-09-2,DICHLOROMETHANE,RTECS,respiratory,suspected
75-11-6,DIIODOMETHANE,RTECS,neurotoxicity,suspected
75-11-6,DIIODOMETHANE,RTECS,respiratory,suspected
75-12-7,FORMAMIDE,"JANK, NTP-R",reproductive,suspected
75-15-0,CARBON DISULFIDE,ATSDR,gastrointestinal liver,suspected
75-15-0,CARBON DISULFIDE,"ATSDR, DAN, EPA-HEN, EPA-SARA, FELD, HAZMAP, KLAA, OEHHA-CREL, RTECS, STAC, TANN",neurotoxicity,suspected
75-15-0,CARBON DISULFIDE,"BENO, KLAA, KRIS, LADO, RTECS, STAC",cardiovascular blood,suspected
75-15-0,CARBON DISULFIDE,"BRUC, RTECS",endocrine,suspected
75-15-0,CARBON DISULFIDE,EPA-HEN,respiratory,suspected
75-15-0,CARBON DISULFIDE,"HAZMAP, RTECS",skin sense,suspected
75-15-0,CARBON DISULFIDE,P65,developmental,recognized
75-15-0,CARBON DISULFIDE,P65,reproductive,recognized
75-18-3,2-THIAPROPANE,RTECS,neurotoxicity,suspected
75-21-8,ETHYLENE OXIDE,"AEGL, DAN, EPA-HEN, EPA-SARA, HAZMAP, KLAA, OEHHA-CREL, RTECS",neurotoxicity,suspected
75-21-8,ETHYLENE OXIDE,"ATSDR, RTECS",kidney,suspected
75-21-8,ETHYLENE OXIDE,"EPA-HEN, HAZMAP, KLAA, RTECS",skin sense,suspected
75-21-8,ETHYLENE OXIDE,"EPA-HEN, HAZMAP, RTECS",respiratory,suspected
75-21-8,ETHYLENE OXIDE,"EPA-SARA, JANK",developmental,suspected
75-21-8,ETHYLENE OXIDE,HAZMAP,immunotoxicity,suspected
75-21-8,ETHYLENE OXIDE,P65,cancer,recognized
75-21-8,ETHYLENE OXIDE,P65,reproductive,recognized
75-21-8,ETHYLENE OXIDE,RTECS,cardiovascular blood,suspected
75-21-8,ETHYLENE OXIDE,RTECS,gastrointestinal liver,suspected
75-25-2,TRIBROMOMETHANE,"ATSDR, EPA-HEN, RTECS",gastrointestinal liver,suspected
75-25-2,TRIBROMOMETHANE,EPA-HEN,kidney,suspected
75-25-2,TRIBROMOMETHANE,"EPA-HEN, EPA-SARA, HAZMAP",neurotoxicity,suspected
75-25-2,TRIBROMOMETHANE,P65,cancer,recognized
75-25-2,TRIBROMOMETHANE,RTECS,respiratory,suspected
75-26-3,2-BROMOPROPANE,CERHR,reproductive,suspected
75-26-3,2-BROMOPROPANE,JNIHS,endocrine,suspected
75-27-4,DICHLOROBROMOMETHANE,"ATSDR, KLAA, RTECS",kidney,suspected
75-27-4,DICHLOROBROMOMETHANE,"ATSDR, RTECS",gastrointestinal liver,suspected
75-27-4,DICHLOROBROMOMETHANE,P65,cancer,recognized
75-27-4,DICHLOROBROMOMETHANE,RTECS,cardiovascular blood,suspected
75-27-4,DICHLOROBROMOMETHANE,RTECS,neurotoxicity,suspected
75-28-5,"1,1-DIMETHYLETHANE",RTECS,neurotoxicity,suspected
75-29-6,2-CHLOROPROPANE,KLAA,cardiovascular blood,suspected
75-29-6,2-CHLOROPROPANE,RTECS,neurotoxicity,suspected
75-29-6,2-CHLOROPROPANE,RTECS,respiratory,suspected
75-31-0,ISOPROPYLAMINE,HAZMAP,respiratory,suspected
75-31-0,ISOPROPYLAMINE,HAZMAP,skin sense,suspected
75-31-0,ISOPROPYLAMINE,NAP,immunotoxicity,suspected
75-34-3,"1,1-DICHLOROETHANE","DAN, EPA-HEN, HAZMAP",neurotoxicity,suspected
75-34-3,"1,1-DICHLOROETHANE",EPA-HEN,cardiovascular blood,suspected
75-34-3,"1,1-DICHLOROETHANE",P65,cancer,recognized
75-35-4,"1,1-DICHLOROETHYLENE","ATSDR, EPA-HEN, KLAA, OEHHA-CREL, RTECS",gastrointestinal liver,suspected
75-35-4,"1,1-DICHLOROETHYLENE","EPA-HEN, IRIS, OPP-CAN, SCDM",cancer,suspected
75-35-4,"1,1-DICHLOROETHYLENE","EPA-HEN, RTECS",neurotoxicity,suspected
75-35-4,"1,1-DICHLOROETHYLENE",EPA-SARA,reproductive,suspected
75-35-4,"1,1-DICHLOROETHYLENE","EPA-SARA, JANK",developmental,suspected
75-35-4,"1,1-DICHLOROETHYLENE",FOTH,respiratory,suspected
75-35-4,"1,1-DICHLOROETHYLENE","HAZMAP, RTECS",kidney,suspected
75-35-4,"1,1-DICHLOROETHYLENE","HAZMAP, RTECS",skin sense,suspected
75-35-4,"1,1-DICHLOROETHYLENE",RTECS,cardiovascular blood,suspected
75-36-5,"ACETIC ACID, CHLORIDE",RTECS,respiratory,suspected
75-36-5,"ACETIC ACID, CHLORIDE",RTECS,skin sense,suspected
75-37-6,"1, 1-DIFLUOROETHANE",KLAA,cardiovascular blood,suspected
75-38-7,"1,1-DIFLUORETILENO",HAZMAP,neurotoxicity,suspected
75-43-4,DICHLOROFLUOROMETHANE,"CARB, TAC",gastrointestinal liver,suspected
75-43-4,DICHLOROFLUOROMETHANE,HAZMAP,neurotoxicity,suspected
75-43-4,DICHLOROFLUOROMETHANE,KEMI-DAN,reproductive,suspected
75-44-5,PHOSGENE,EPA-HEN,skin sense,suspected
75-44-5,PHOSGENE,"EPA-HEN, FOTH, HAZMAP, KLAA, LU, OEHHA-AREL, OEHHA-CREL, RTECS",respiratory,suspected
75-45-6,CHLORODIFLUOROMETHANE,"HAZMAP, RTECS",neurotoxicity,suspected
75-45-6,CHLORODIFLUOROMETHANE,KLAA,cardiovascular blood,suspected
75-45-6,CHLORODIFLUOROMETHANE,OEHHA-CREL,developmental,suspected
75-45-6,CHLORODIFLUOROMETHANE,OEHHA-CREL,endocrine,suspected
75-45-6,CHLORODIFLUOROMETHANE,OEHHA-CREL,kidney,suspected
75-45-6,CHLORODIFLUOROMETHANE,RTECS,respiratory,suspected
